"","state","year","years_since_other_party","change_counter","years_till_change","change_within_4years","change_next_year","Population","LF_population","LF_population_percent","employed_population","participation_rate","unemployed_population","unemployment_rate","gdp_change","gdp","gdp_pchange","gdp_ma8","gdp_ma4","uer_ma8","uer_ma4","gdp_pchange_ma4","gdp_pchange_ma8","gdp_ma4_8_diff","uer_ma4_8_diff","gdp_pchange_ma4_8_diff"
"221","Rhode Island",1998,3,9,NA,FALSE,FALSE,800630.083333333,532616.333333333,66.55,508051.25,63.45,24565.0833333333,4.60833333333333,-377.09,28340.31,-1.33,26565.65125,27653.8775,6.70625,5.37916666666667,2.2075,1.06625,1088.22625,-1.32708333333333,1.14125
"222","Maine",1998,0,13,1,TRUE,TRUE,975875.333333333,653154.583333333,66.9416666666667,623879.083333333,63.9416666666667,29275.5,4.5,-679.310000000001,30095.39,-2.26,28584.06125,29816.4225,6.21875,5.16666666666667,1.71,1.03,1232.36125000001,-1.05208333333334,0.68
"223","Nebraska",1993,-2,10,6,FALSE,FALSE,1201859.66666667,864448.333333333,71.9333333333333,840637.083333333,69.95,23811.25,2.75833333333333,142.799999999996,42384.7,0.34,38274.4125,40971.95,3.315625,2.65625,3.075,2.37875,2697.53749999999,-0.659375,0.696250000000001
"224","South Carolina",2004,1,5,NA,FALSE,FALSE,3178645.08333333,2032853.66666667,63.9583333333333,1893948.33333333,59.5916666666667,138905.333333333,6.825,1507.50999999999,114826.79,1.31,106220.09375,111098.0325,5.15208333333333,6.19791666666667,1.8825,2.76,4877.93874999999,1.04583333333333,-0.877499999999998
"225","Delaware",2000,-7,8,NA,FALSE,FALSE,597081.5,413563.5,69.2583333333333,398038.416666667,66.675,15525.0833333333,3.75833333333333,1613.56,38622.88,4.18,32159.27125,35283.5175,4.26770833333333,3.72083333333333,5.705,4.25625,3124.24625,-0.546875,1.44875
"226","Oregon",1988,-1,6,NA,FALSE,FALSE,2121916.66666667,1431311.75,67.475,1348673.83333333,63.55,82637.9166666667,5.775,3579.60000000001,60567.8,5.91,53800.0125,56694.975,8.80520833333333,7.22916666666667,3.365,1.50625,2894.96250000002,-1.57604166666667,1.85875
"227","Oklahoma",1994,-3,4,1,TRUE,TRUE,2434039,1548467.41666667,63.6333333333333,1462469.25,60.0916666666667,85998.1666666667,5.55,1645.29999999999,72405.9,2.27,67930.9,69903.825,6.10416666666666,5.95208333333333,1.885,1.4025,1972.92499999999,-0.152083333333334,0.4825
"228","Vermont",2003,0,6,NA,FALSE,FALSE,487921.75,345936.333333333,70.9083333333333,331082,67.8666666666667,14854.3333333333,4.3,607.389999999999,16501.98,3.68,15024.90375,15656.0475,3.61770833333333,3.6,3.99,1.605,631.143749999999,-0.0177083333333332,2.385
"229","Pennsylvania",1991,-4,6,4,TRUE,FALSE,9257368.33333333,5855940,63.25,5442965.5,58.8,412974.5,7.05833333333333,753.299999999988,289708.2,0.26,269300.2875,285805.65,6.48958333333333,5.56666666666667,2.0075,2.82875,16505.3625,-0.922916666666666,-0.82125
"230","Virginia",2001,7,3,1,TRUE,TRUE,5379277.91666667,3669754.83333333,68.225,3551322.91666667,66.0083333333333,118431.916666667,3.23333333333333,8873.44,255762.47,3.47,219889.68375,241392.3925,3.603125,2.79583333333333,4.76,4.23875,21502.70875,-0.80729166666667,0.521250000000001
"231","Delaware",2003,-10,8,NA,FALSE,FALSE,622358.666666667,415143.25,66.7083333333333,397508.583333333,63.875,17634.6666666667,4.24166666666667,820.93,39950.02,2.05,36416.23375,39578.92,3.965625,3.87708333333333,1.835,3.4775,3162.68624999999,-0.0885416666666679,-1.6425
"232","Wisconsin",1990,3,8,13,FALSE,FALSE,3677216.75,2589086,70.425,2475647.25,67.3333333333333,113438.75,4.38333333333333,2208.7,115638.2,1.91,104417.95,111254.275,6.34479166666667,4.75208333333333,3.12,3.12,6836.32500000001,-1.59270833333333,-4.44089209850063e-16
"233","Arkansas",2006,10,5,1,TRUE,TRUE,2142922.33333333,1365344.08333333,63.7166666666667,1294718.91666667,60.4083333333333,70625.1666666667,5.175,1641.92999999999,75121.15,2.19,67596.1125,71816.1,5.16666666666666,5.50833333333333,3.5375,2.91375,4219.98749999996,0.34166666666667,0.623750000000001
"234","Washington",2005,-20,8,NA,FALSE,FALSE,4817314.41666667,3263917.83333333,67.75,3082806.08333333,64,181111.75,5.54166666666667,15336.15,244879.62,6.26,223495.78625,230246.065,5.96354166666666,6.65,2.9175,3.695,6750.27874999997,0.686458333333337,-0.777500000000003
"235","North Dakota",2003,10,7,NA,FALSE,FALSE,485632.25,344659.5,70.9833333333333,331852,68.3333333333333,12807.5,3.71666666666667,1165.8,18435.35,6.32,16462.9725,17000.0225,3.14583333333333,3.3375,4.4525,2.18375,537.050000000007,0.191666666666665,2.26875
"236","Arizona",1996,5,9,7,FALSE,FALSE,3465027.5,2284874.5,65.9583333333333,2157864.75,62.275,127009.75,5.56666666666667,8849,120868.5,7.32,95839.25,107977.2,5.95104166666667,5.87083333333333,7.025,4.925,12137.95,-0.0802083333333341,2.1
"237","Michigan",1988,-5,6,3,TRUE,FALSE,6967833.33333333,4552299,65.3416666666667,4212022.5,60.4416666666667,340276.5,7.48333333333333,9200.80000000002,230563.1,3.99,206532.025,221450.975,10.9864583333333,8.64166666666667,2.725,2.265,14918.9499999999,-2.34479166666667,0.46
"238","Illinois",1993,16,7,10,FALSE,FALSE,8928912.25,6074040.33333333,68.025,5621595.91666667,62.9583333333333,452444.416666667,7.45833333333333,7173.59999999998,343469.6,2.09,318576.525,331854.5,7.15416666666667,7.20833333333333,1.7,2.4125,13277.9750000002,0.0541666666666654,-0.712499999999999
"239","California",1987,4,6,12,FALSE,FALSE,20525166.6666667,13744977.1666667,66.9666666666667,12946787,63.075,798190.166666667,5.80833333333333,46650.3999999999,802816.2,5.81,682553.7375,745168.975,7.68645833333334,6.87291666666667,5.44,3.91875,62615.2374999998,-0.813541666666669,1.52125
"240","New Jersey",2008,-6,8,2,TRUE,FALSE,6722055.66666667,4504536.33333333,67.0083333333333,4263119.08333333,63.425,241417.25,5.35833333333333,4480.01000000001,381084.26,1.18,363477.3725,374838.8575,4.94375,4.70416666666667,1.2225,1.48625,11361.4850000002,-0.239583333333332,-0.263750000000001
"241","Maine",1999,0,14,1,TRUE,TRUE,984264,668567.333333333,67.9166666666667,642213.916666667,65.2416666666667,26353.4166666667,3.94166666666667,1551.17,31646.56,4.9,29185.44375,30535.9125,5.765625,4.66875,2.3175,2.01875,1350.46875,-1.096875,0.29875
"242","Wisconsin",1996,9,8,7,FALSE,FALSE,3954172.5,2932921.66666667,74.1666666666667,2826908.75,71.4833333333333,106012.916666667,3.625,6548.5,144558.3,4.53,127000.0125,136537.1,4.496875,4.16666666666667,3.83,3.21625,9537.08749999998,-0.330208333333334,0.61375
"243","West Virginia",1995,-6,6,2,TRUE,FALSE,1434619.83333333,784884.416666667,54.7083333333333,722972.583333333,50.375,61911.8333333333,7.875,938.699999999997,36902.1,2.54,33074.6375,34895.375,9.53020833333333,9.66458333333333,3.5,3.05375,1820.73749999999,0.134375,0.44625
"244","Idaho",1994,-23,6,1,TRUE,TRUE,830423.5,587067.75,70.6833333333333,555329.666666667,66.8666666666667,31738.0833333333,5.40833333333333,1905.7,25845.3,7.37,20955.9125,23099.825,6.05104166666667,5.98333333333333,5.99,5.12125,2143.9125,-0.0677083333333348,0.86875
"245","Delaware",1992,15,7,1,TRUE,TRUE,528653.333333333,367153.833333333,69.4666666666667,347270.916666667,65.6916666666667,19882.9166666667,5.41666666666667,248.200000000001,27177.7,0.91,24128.55,26326.675,4.44166666666667,4.95625,3.4425,4.1725,2198.125,0.514583333333333,-0.729999999999999
"246","Mississippi",2002,-2,2,2,TRUE,FALSE,2111954.25,1286234.16666667,60.9166666666667,1201338.25,56.875,84895.9166666667,6.6,663.68,61611.02,1.08,59961.1425,61362.655,5.728125,5.65208333333334,0.815,1.65125,1401.51250000002,-0.0760416666666694,-0.836250000000001
"247","Vermont",1989,-4,5,14,FALSE,FALSE,429750,305945.416666667,71.2,295052.5,68.6583333333333,10892.9166666667,3.575,570.4,13091.4,4.36,10672.6125,11932.95,4.70833333333333,3.6,6.1425,4.79375,1260.3375,-1.10833333333333,1.34875
"248","California",1986,3,6,13,FALSE,FALSE,20065166.6666667,13336994.1666667,66.4666666666667,12438515.6666667,61.9833333333333,898478.5,6.75,27566.8,756165.8,3.65,654949.95,704861.1,7.740625,7.87291666666667,4.85,3.6675,49911.1499999998,0.132291666666665,1.1825
"249","Virginia",1985,-3,2,9,FALSE,FALSE,4214166.66666667,2862672.75,67.9333333333333,2705878.41666667,64.2083333333333,156794.333333333,5.48333333333333,6597.90000000002,140417.7,4.7,122315.0875,129793.475,5.70729166666667,6.12083333333333,3.9675,3.495,7478.38750000001,0.413541666666664,0.472500000000001
"250","Vermont",1993,-8,5,10,FALSE,FALSE,438619.083333333,312564,71.2583333333333,296471.666666667,67.6,16092.3333333333,5.15833333333333,192.700000000001,13755,1.4,12664.35,13395.75,4.65416666666667,5.70833333333333,1.195,3.66875,731.400000000001,1.05416666666667,-2.47375
"251","Georgia",2001,-64,0,2,TRUE,FALSE,6226566.08333333,4260040,68.425,4088466.83333333,65.6583333333333,171573.166666667,4.03333333333333,2642.35999999999,283303.72,0.93,243868.95125,271256.9775,4.38958333333333,3.95416666666667,4.5175,5.185,27388.0262500001,-0.435416666666666,-0.667500000000002
"252","California",1997,14,6,2,TRUE,FALSE,23829616.8333333,15792039.4166667,66.275,14787116.75,62.05,1004922.66666667,6.35833333333333,58791.7,1037091.2,5.67,929960.475,965192.05,7.79375,7.51666666666667,3.795,2.00125,35231.5749999998,-0.277083333333334,1.79375
"253","Nebraska",2006,7,11,NA,FALSE,FALSE,1333582.83333333,970162.333333333,72.7333333333333,939822.583333333,70.5,30339.75,3.13333333333333,1790.25999999999,63953.74,2.8,57474.845,61249.15,3.390625,3.68333333333333,3.46,2.9625,3774.305,0.292708333333332,0.497500000000002
"254","Wisconsin",1999,12,8,4,TRUE,FALSE,4047570.08333333,2947634.16666667,72.825,2855475.75,70.55,92158.4166666667,3.125,6493.88,160823.97,4.04,141994.345,152686.915,3.97708333333333,3.41458333333333,3.7475,3.875,10692.57,-0.5625,-0.1275
"255","Nevada",2003,4,7,NA,FALSE,FALSE,1690419.58333333,1147019,67.8666666666667,1088709.58333333,64.3916666666667,58309.4166666667,5.075,3985.50999999999,81318.48,4.9,70037.53125,76886.05,4.7125,5.01458333333334,3.3075,5.605,6848.51874999994,0.302083333333339,-2.2975
"256","North Carolina",1999,-6,4,NA,FALSE,FALSE,6040021.08333333,4057018.75,67.1666666666667,3927293.75,65.0166666666667,129725,3.19166666666667,13068.03,245643.03,5.32,205368.31625,226558.4825,4.30416666666667,3.67291666666666,5.115,5.045,21190.16625,-0.631250000000002,0.0700000000000012
"257","Washington",1996,-11,8,NA,FALSE,FALSE,4193091.41666667,2884722.75,68.7916666666667,2710344,64.6333333333333,174378.75,6.05,8979.29999999999,169161.8,5.31,151790.4625,160725.975,6.39791666666666,6.58958333333333,2.905,3.4425,8935.51249999998,0.191666666666668,-0.537500000000001
"258","Wisconsin",2002,15,8,1,TRUE,TRUE,4170446,3024803,72.55,2861915.58333333,68.65,162887.416666667,5.38333333333333,3505.85999999999,171377.31,2.05,156712.915,166442.4575,3.86041666666667,4.14375,2.5825,2.915,9729.54249999998,0.283333333333332,-0.3325
"259","Idaho",1989,-18,6,6,FALSE,FALSE,725666.666666667,489504.583333333,67.4583333333333,463624.416666667,63.8916666666667,25880.1666666667,5.28333333333333,1169.2,19453.2,6.01,17326.3875,18005.975,7.67604166666667,6.84166666666667,2.8775,1.98625,679.587499999994,-0.834375000000001,0.89125
"260","Delaware",1986,9,7,7,FALSE,FALSE,480083.333333333,324891.083333333,67.6833333333333,310838.416666667,64.75,14052.6666666667,4.33333333333333,575.799999999999,21067.7,2.73,18056.3375,19702.275,6.81875,5.88125,5.7075,3.09375,1645.93750000001,-0.937500000000001,2.61375
"261","Oregon",2000,-13,6,NA,FALSE,FALSE,2642542.33333333,1818938.58333333,68.8416666666667,1725989,65.325,92949.5833333333,5.10833333333333,7839.82999999999,97281.04,8.06,87432.3575,93644.665,5.63958333333334,5.50416666666667,0.595000000000003,4.0125,6212.30750000004,-0.135416666666668,-3.4175
"262","New Jersey",1985,3,5,5,FALSE,FALSE,5869250,3843917.08333333,65.4916666666667,3628303.25,61.8083333333333,215613.833333333,5.6,10285.9,206428.5,4.98,176536.7,188503.425,7.17291666666667,7.12708333333333,4.785,3.68625,11966.725,-0.0458333333333325,1.09875
"263","West Virginia",2004,-3,8,NA,FALSE,FALSE,1432843.58333333,783520.166666667,54.7,741812,51.775,41708.1666666667,5.31666666666667,633.519999999997,44088.82,1.44,42476.235,43460.005,5.9625,5.575,0.685,1.895,983.769999999982,-0.387500000000001,-1.21
"264","Mississippi",1997,5,1,3,TRUE,FALSE,2046887.83333333,1272973.83333333,62.1833333333333,1200379.08333333,58.6416666666667,72594.75,5.70833333333333,1645.2,59874.8,2.75,52241.9,57121.1,6.87708333333334,6.05416666666667,4.185,3.58125,4879.20000000001,-0.82291666666667,0.603749999999999
"265","Ohio",1993,2,11,14,FALSE,FALSE,8396165.25,5501317.91666667,65.525,5137067.08333333,61.1916666666667,364250.833333333,6.61666666666667,2377.90000000002,277702,0.86,260942.2875,270259.675,6.64166666666667,6.53541666666667,1.4075,1.88875,9317.38750000016,-0.106250000000001,-0.481250000000001
"266","Nevada",1991,-8,6,8,FALSE,FALSE,998373.833333333,702883.583333333,70.4083333333333,661830.083333333,66.2916666666667,41053.5,5.84166666666667,822.300000000003,37713.4,2.18,30955.9125,35107.75,6.046875,5.13125,6.2125,5.60375,4151.83749999999,-0.915624999999996,0.608749999999999
"267","New York",1998,3,5,9,FALSE,FALSE,14384123.75,9072909.25,63.0666666666667,8564649.25,59.5333333333333,508260,5.60833333333333,49291.55,713970.55,6.9,621147.94375,655423.4625,6.915625,6.15625,4.38,2.1925,34275.5187499998,-0.759374999999999,2.1875
"268","South Carolina",1994,7,3,5,FALSE,FALSE,2775049,1842684.75,66.4,1728223.66666667,62.275,114461.083333333,6.20833333333333,4555,85855.8,5.31,75982.5625,80417.85,5.75208333333333,6.59791666666667,3.2025,3.8575,4435.28749999999,0.845833333333333,-0.654999999999999
"269","West Virginia",1985,0,5,4,TRUE,FALSE,1462916.66666667,757353.333333333,51.7666666666667,657801.916666667,44.9583333333333,99551.4166666667,13.15,318.299999999999,29084.5,1.09,28812.7875,28309.725,11.6010416666667,14.9208333333333,0.1225,0.0837500000000001,-503.0625,3.31979166666667,0.0387499999999999
"270","Mississippi",1995,3,1,5,FALSE,FALSE,2002192.33333333,1258708.5,62.8833333333333,1180477.08333333,58.95,78231.4166666667,6.21666666666667,2675.39999999999,56527.7,4.73,48594,52284.375,7.44375,6.7875,5.1025,3.2775,3690.37500000001,-0.656250000000002,1.825
"271","Connecticut",1990,-15,8,1,TRUE,TRUE,2573503.66666667,1819659.41666667,70.7083333333333,1726316.08333333,67.075,93343.3333333333,5.125,568.700000000012,121175.6,0.47,107281.275,118259.875,4.303125,3.79791666666667,3.6475,4.65375,10978.6,-0.505208333333332,-1.00625
"272","South Dakota",1986,7,4,NA,FALSE,FALSE,511250,348888.666666667,68.2416666666667,332918.583333333,65.125,15970.0833333333,4.58333333333333,172,13345.7,1.29,12325.5,12747.825,4.69583333333333,4.75,2.885,1.73375,422.324999999997,0.0541666666666636,1.15125
"273","South Dakota",2005,26,4,NA,FALSE,FALSE,589510.25,430560.833333333,73.0333333333333,414234.083333333,70.2583333333333,16326.75,3.8,600.199999999997,24117.42,2.49,20836.18875,23034.1275,3.16354166666667,3.56041666666666,4.88,2.2375,2197.93875,0.396874999999997,2.6425
"274","Massachusetts",1986,-11,10,5,FALSE,FALSE,4562833.33333333,3066417.58333333,67.2083333333333,2946997.66666667,64.5916666666667,119419.916666667,3.90833333333333,8034.5,172627.6,4.65,145132.5625,158664.775,5.59166666666667,4.85416666666667,6.08,4.08375,13532.2125,-0.7375,1.99625
"275","Montana",1994,5,5,11,FALSE,FALSE,640828.333333333,432303.75,67.475,409629.583333333,63.925,22674.1666666667,5.23333333333333,647.800000000003,17932.4,3.61,15885.9375,16880.55,6.34583333333334,6.225,3.8,2.585,994.61250000001,-0.120833333333336,1.215
"276","Florida",1992,-1,4,7,FALSE,FALSE,10689834.1666667,6655369.5,62.2583333333333,6107818.83333333,57.1416666666667,547550.666666667,8.23333333333333,11437.3,317416.4,3.6,284782.425,306233.65,6.209375,6.86666666666667,2.4975,3.91,21451.225,0.657291666666669,-1.4125
"277","Tennessee",2000,5,5,3,TRUE,FALSE,4358398.83333333,2843166.33333333,65.2333333333333,2733395.83333333,62.7,109770.5,3.86666666666667,1963.95999999999,165745.86,1.18,149034.13125,160305.7625,4.79479166666667,4.34791666666666,3.2125,3.635,11271.6312500002,-0.446875000000003,-0.422500000000002
"278","Florida",1990,3,3,1,TRUE,TRUE,10261028.75,6461336.33333333,62.9666666666667,6065999.16666667,59.125,395337.166666667,6.125,7109.70000000001,304324.4,2.34,262220.6625,289585.825,6.1,5.53125,4.44,5.05375,27365.1625,-0.568749999999997,-0.61375
"279","Oklahoma",2006,-3,6,NA,FALSE,FALSE,2690292.25,1715786.08333333,63.775,1646891.41666667,61.2,68894.6666666667,4.025,6883.41,107948.83,6.38,94361.3675,99981.48,4.20729166666666,4.69583333333333,3.7825,3.22375,5620.1125,0.48854166666667,0.558749999999999
"280","Kentucky",2006,2,5,2,TRUE,FALSE,3245865,2029409.25,62.5083333333333,1913007.25,58.9333333333333,116402,5.73333333333333,3253.67999999999,122796,2.65,113285.79,117664.1225,5.33125,5.78541666666667,2.685,1.66875,4378.33249999995,0.454166666666667,1.01625
"281","Georgia",1991,-54,0,12,FALSE,FALSE,4976617.75,3279637.5,65.9,3108554.08333333,62.4666666666667,171083.416666667,5.20833333333333,2147,167209.2,1.28,151824.0125,163346.05,5.75625,5.46875,2.3225,4.43125,11522.0375000001,-0.287500000000001,-2.10875
"282","Montana",1985,-16,4,4,TRUE,FALSE,603250,402919.416666667,66.7833333333333,372102.166666667,61.675,30817.25,7.64166666666667,-387.699999999999,14635.1,-2.65,15006.45,14876.25,7.03020833333333,8.09583333333333,-1.64,0.53875,-130.199999999997,1.065625,-2.17875
"283","Maryland",1985,-16,5,18,FALSE,FALSE,3339583.33333333,2279992.58333333,68.2666666666667,2175048.33333333,65.125,104944.25,4.6,6060.3,111803.3,5.42,97931.25,102767,6.29583333333333,6.30833333333333,3.8625,3.1075,4835.75000000001,0.0125000000000002,0.754999999999999
"284","Illinois",1996,19,7,7,FALSE,FALSE,9101289.91666667,6247786,68.65,5917887,65.0166666666667,329899,5.275,14845.7,389704,3.81,347183.55,368237,6.378125,5.90833333333333,3.6075,2.63,21053.4500000002,-0.469791666666667,0.9775
"285","New Jersey",1990,0,6,4,TRUE,FALSE,6045542.5,4054700.25,67.05,3849537.5,63.6666666666667,205162.75,5.05,1844.39999999999,253359.6,0.73,223035.0375,245975.575,5.23333333333333,4.2625,3.855,4.8525,22940.5375,-0.970833333333331,-0.997499999999998
"286","Colorado",1996,-21,6,3,TRUE,FALSE,2969567.33333333,2155322.08333333,72.5916666666667,2064067.58333333,69.525,91254.5,4.24166666666667,6323.5,123144.2,5.14,102202.3875,113487.6,4.99166666666667,4.45208333333333,5.7775,4.385,11285.2125,-0.539583333333333,1.3925
"287","New York",2001,6,5,6,FALSE,FALSE,14642217.6666667,9150185.66666667,62.4916666666667,8708290.08333333,59.475,441895.583333333,4.83333333333333,17400.7000000001,796957.41,2.18,693189.73375,760339.7925,5.7625,5.03541666666667,4.4175,3.70875,67150.05875,-0.727083333333332,0.708750000000001
"288","New Jersey",2003,-1,8,7,FALSE,FALSE,6573502.08333333,4346948.83333333,66.125,4092918.25,62.275,254030.583333333,5.83333333333333,9079.30000000005,357131.59,2.54,323791.1625,345913.8175,5.01145833333333,4.89791666666667,2.6475,3.34625,22122.6550000001,-0.113541666666666,-0.698750000000001
"289","Maryland",1990,-21,5,13,FALSE,FALSE,3690696.58333333,2589367.33333333,70.1583333333333,2473681.66666667,67.025,115685.666666667,4.45833333333333,1552.39999999999,136164.6,1.14,119931.1875,131453.575,4.79791666666667,4.22083333333333,3.69,4.45125,11522.3875,-0.577083333333334,-0.76125
"290","Nevada",1986,-3,6,13,FALSE,FALSE,736750,530961.166666667,72.05,498012.833333333,67.5833333333333,32948.3333333333,6.20833333333333,1462.6,27350.8,5.35,24011.5375,25452.55,7.44270833333333,7.83958333333334,4.24,3.56375,1441.0125,0.396875000000005,0.676249999999999
"291","Maryland",1995,-26,5,8,FALSE,FALSE,3822757.33333333,2710750.58333333,70.9166666666667,2574203.25,67.3416666666667,136547.333333333,5.04166666666667,2338.20000000001,144424,1.62,136809.6,139565.175,5.23541666666667,5.81458333333333,1.915,1.9375,2755.57500000004,0.579166666666666,-0.0225000000000006
"292","Florida",1993,-2,4,6,FALSE,FALSE,10886513.4166667,6757983.83333333,62.075,6276078.91666667,57.65,481904.916666667,7.125,11993.8,329410.2,3.64,295599.9625,314282.525,6.353125,7.25625,2.53,3.72375,18682.5624999999,0.903125000000003,-1.19375
"293","Indiana",1996,-7,6,9,FALSE,FALSE,4478039.83333333,3109904.58333333,69.4583333333333,2983943,66.6416666666667,125961.583333333,4.05833333333333,6235.10000000001,160020.4,3.9,140519.9125,150901.95,5.19791666666667,4.72916666666666,3.9025,3.19125,10382.0375000001,-0.468750000000005,0.711249999999997
"294","Illinois",2002,25,7,1,TRUE,TRUE,9465460,6349887.58333333,67.0833333333333,5934621.91666667,62.7,415265.666666667,6.53333333333333,2646.81,463524.2,0.57,427986.40375,456279.7825,5.021875,5.13958333333333,2.065,2.93375,28293.3787500001,0.117708333333332,-0.868749999999998
"295","Montana",2006,-1,6,NA,FALSE,FALSE,739612.083333333,493665.666666667,66.7333333333333,476403.833333333,64.4166666666667,17261.8333333333,3.50833333333333,972.360000000001,25929.73,3.75,22647.0975,24314.34,4.55625,4.32708333333333,4.3625,3.05375,1667.2425,-0.229166666666671,1.30875
"296","Arkansas",1998,2,5,9,FALSE,FALSE,1981706.75,1241533.91666667,62.65,1177414.58333333,59.4333333333333,64119.3333333333,5.175,-1112.92,59219.98,-1.88,54236.235,58433.82,5.81770833333333,5.12708333333334,2.41,3.485,4197.58499999999,-0.690624999999992,-1.075
"297","Nebraska",1991,0,10,8,FALSE,FALSE,1174176.16666667,836348.25,71.225,814118.416666667,69.35,22229.8333333333,2.65,1238.6,40249.9,3.08,36270.7125,38238.5,3.82083333333333,2.87083333333333,3.88,3.0375,1967.7875,-0.950000000000001,0.842500000000001
"298","Colorado",1986,-11,6,13,FALSE,FALSE,2415666.66666667,1705677.16666667,70.6166666666667,1577705.08333333,65.3083333333333,127972.083333333,7.50833333333333,-512.300000000003,81844.9,-0.63,75903.1,80112,6.21875,6.53333333333333,2.1475,3.04125,4208.89999999999,0.314583333333333,-0.89375
"299","Michigan",2006,-3,8,NA,FALSE,FALSE,7764447.75,5076386.25,65.3583333333333,4720481.5,60.7916666666667,355904.75,7.00833333333333,-5340.42999999999,316644.23,-1.69,313241.46625,318226.3925,5.846875,6.99583333333334,0.450000000000001,1.0575,4984.92624999979,1.14895833333334,-0.607499999999998
"300","New Hampshire",1998,-1,5,5,FALSE,FALSE,920644.916666667,661660.833333333,71.8833333333333,643056.25,69.8416666666667,18604.5833333333,2.83333333333333,-1547.5,35387.5,-4.37,31800.2375,34890,4.92083333333333,3.48541666666667,3.84,3.14125,3089.76249999999,-1.43541666666667,0.698749999999999
"301","Texas",1987,0,3,4,TRUE,FALSE,12017083.3333333,8275539.5,68.875,7577388.5,63.0416666666667,698151,8.425,-1537.09999999998,389771.7,-0.39,373749.9375,391098.625,6.95104166666667,7.58541666666667,1.7775,2.0825,17348.6875000001,0.634375000000003,-0.305000000000001
"302","Maine",2001,0,16,1,TRUE,TRUE,1004669.83333333,674243.916666667,67.125,648463.166666667,64.55,25780.75,3.825,643.220000000001,33819.54,1.9,30745.81375,32184.4525,4.84791666666667,3.90625,2.2875,2.6025,1438.63875000001,-0.94166666666667,-0.315
"303","Nevada",1995,-12,6,4,TRUE,FALSE,1222719.91666667,844165.166666667,69.0416666666667,797294.083333333,65.225,46871.0833333333,5.55833333333333,2814.2,51080.7,5.51,40542.0125,45976.275,5.71979166666667,6.30833333333334,7.2975,6.755,5434.26249999998,0.588541666666673,0.5425
"304","California",2001,-2,7,2,TRUE,FALSE,25526367.9166667,17124822.9166667,67.0833333333333,16195029.4166667,63.45,929793.5,5.43333333333333,-5143.26000000001,1220981.66,-0.42,1062066.2725,1158940.495,6.45520833333333,5.39375,3.94,3.8675,96874.2224999999,-1.06145833333333,0.0724999999999998
"305","Texas",1992,-1,4,3,TRUE,FALSE,13035341.3333333,9003728.75,69.0833333333333,8316403.33333333,63.7916666666667,687325.416666667,7.63333333333333,17457.7,461815.7,3.78,420193.6125,441781.225,7.38958333333334,6.8875,2.745,2.28,21587.6125000002,-0.502083333333336,0.464999999999999
"306","New York",2000,5,5,7,FALSE,FALSE,14547331.6666667,9134224.91666667,62.7916666666667,8720050.91666667,59.9416666666667,414174,4.525,28682.21,779556.71,3.68,667096.67,727270.19,6.146875,5.4375,5.0225,3.49625,60173.5199999999,-0.709374999999998,1.52625
"307","Wisconsin",1986,-3,7,1,TRUE,TRUE,3591333.33333333,2418023.25,67.3333333333333,2249298.83333333,62.6333333333333,168724.416666667,6.96666666666667,1606.40000000001,101810.3,1.58,94418.375,97581.625,7.765625,7.9375,3.12,1.56,3163.25000000001,0.171875,1.56
"308","Utah",1987,2,3,NA,FALSE,FALSE,1086750,755533.333333333,69.525,708549.833333333,65.2,46983.5,6.225,214.700000000001,32681.5,0.66,30171.8125,32311.3,6.81458333333333,6.20833333333333,2.9525,2.52,2139.4875,-0.606250000000001,0.4325
"309","Minnesota",1993,2,10,6,FALSE,FALSE,3393198.33333333,2516549.58333333,74.1666666666667,2391484.33333333,70.475,125065.25,4.975,290.199999999997,127067.5,0.23,118120.0875,123497.35,4.91145833333333,5.01041666666667,1.63,2.34125,5377.26249999991,0.098958333333333,-0.71125
"310","Mississippi",2006,2,3,NA,FALSE,FALSE,2148646.16666667,1290012.25,60.0416666666667,1205603,56.1166666666667,84409.25,6.55833333333333,1809.65000000001,68521.21,2.64,63806.475,66250.295,6.140625,6.62916666666667,2.62,1.7175,2443.82,0.488541666666665,0.9025
"311","Massachusetts",1991,0,11,16,FALSE,FALSE,4695649.5,3195238.91666667,68.05,2919943.16666667,62.1833333333333,275295.75,8.61666666666667,-5733.90000000002,183995.8,-3.12,180027.6375,190988.4,4.77604166666667,5.57916666666667,-0.0275000000000012,3.08875,10960.7625,0.803125000000001,-3.11625
"312","Alaska",2002,-7,9,1,TRUE,TRUE,452064.25,326401.583333333,72.2,302565.833333333,66.925,23835.75,7.3,1369.43,29124.76,4.7,27688.965,27790.9075,6.86770833333333,6.63541666666667,1.025,1.27875,101.942500000001,-0.232291666666661,-0.253749999999999
"313","Ohio",2006,15,11,1,TRUE,TRUE,8859317.5,5945807.25,67.1166666666667,5623587.66666667,63.475,322219.583333333,5.425,-1841.82000000001,386918.92,-0.48,372299.2975,382828.56,5.271875,5.96041666666667,1.2425,1.2825,10529.2625000001,0.688541666666666,-0.0399999999999987
"314","New Hampshire",2003,0,6,2,TRUE,FALSE,993694.5,707546,71.2166666666667,676947.75,68.1416666666667,30598.25,4.33333333333333,1845.06,42572.99,4.33,38193.63,40483.9475,3.44895833333333,3.72916666666666,3.795,3.30125,2290.31749999997,0.28020833333333,0.493749999999999
